"","X","Plate","Measure","Row","Col.5","Col.6","Col.7","Blank","Date","ID","Block","Sex","Diet","DOB","Treatment","Weight","Fat.Scores.Dorsal","Fat.Scores.Pelvic","days.since.1st.trt","days.since.2nd.trt","trt.history","1st.trt","2nd.trt","blank.avg","blank.sd","cutoff.new","age.lab","Env","grid","age.wild","repro","body.length.mm","ticks.total","fleas","mites","Testes","H.poly","Pinworms","Cestode","repro.bin","Col.5.bcen","Col.6.bcen","Col.7.bcen","Col.5.avg","Col.6.avg","Col.7.avg","OD.avg","days.since.1st.D.inj","Plate.Env","trt.history2"
"214",214,27,1,"F",0.066,0.086,0.066,0.102,"2018-05-14",4,1,"M","Low","2018-02-18","PC",23.5,3,4,14,NA,"A","A","",0.10875,0.0158091293697209,0.156177388109163,85,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04275,-0.02275,-0.04275,-0.030625,-0.023125,-0.031625,-0.0284583333333333,NA,"27Lab","A"
"215",215,27,1,"G",0.888,0.537,0.355,0.107,"2018-05-14",2,1,"M","Low","2018-01-20","ST",21.5,3,4,14,NA,"D","D","",0.10875,0.0158091293697209,0.156177388109163,114,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77925,0.42825,0.24625,0.798875,0.439375,0.253875,0.497375,14,"27Lab","D"
"216",216,27,1,"H",2.567,2.239,1.726,0.094,"2018-06-04",5,1,"M","Low","2018-02-18","ST",28.5,NA,NA,35,14,"DD","D","D",0.10875,0.0158091293697209,0.156177388109163,106,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45825,2.13025,1.61725,2.488375,2.126875,1.638875,2.08470833333333,35,"27Lab","DD"
"217",217,28,1,"A",1.275,0.837,0.496,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11625,0.014547950272903,0.159893850818709,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15875,0.72075,0.37975,1.189,0.7325,0.4035,0.775,NA,"28Lab",NA
"218",218,28,1,"B",1.254,0.813,0.491,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11625,0.014547950272903,0.159893850818709,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13775,0.69675,0.37475,1.1655,0.7105,0.3965,0.7575,NA,"28Lab",NA
"219",219,28,1,"C",1.641,1.184,0.77,0.121,"2018-06-06",45,2,"M","Low","2018-03-07","PC",21.5,NA,NA,35,14,"AD","A","D",0.11625,0.014547950272903,0.159893850818709,91,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52475,1.06775,0.65375,1.5705,1.088,0.6745,1.111,14,"28Lab","AD"
"220",220,28,1,"D",1.255,0.842,0.543,0.114,"2018-05-16",43,2,"M","Low","2018-01-19","SC",21.5,4,4,14,NA,"D","D","",0.11625,0.014547950272903,0.159893850818709,117,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13875,0.72575,0.42675,1.158,0.7495,0.436,0.781166666666667,14,"28Lab","D"
"221",221,28,1,"E",0.062,0.068,0.069,0.099,"2018-05-16",66,2,"F","High","2018-02-23","PC",23,4,4,14,NA,"A","A","",0.11625,0.014547950272903,0.159893850818709,82,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05425,-0.04825,-0.04725,-0.0265,-0.022,-0.0295,-0.026,NA,"28Lab","A"
"222",222,28,1,"F",1.861,1.614,1.162,0.132,"2018-05-17",10,1,"M","High","2018-02-19","SC",19.5,3,3,17,NA,"D","D","",0.11625,0.014547950272903,0.159893850818709,87,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74475,1.49775,1.04575,1.7915,1.511,1.063,1.45516666666667,17,"28Lab","D"
"223",223,28,1,"G",1.353,0.927,0.623,0.119,"2018-05-17",15,1,"M","High","2018-01-20","SC",26.5,3,4,17,NA,"D","D","",0.11625,0.014547950272903,0.159893850818709,117,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23675,0.81075,0.50675,1.278,0.858,0.5255,0.887166666666667,17,"28Lab","D"
"224",224,28,1,"H",1.623,1.18,0.775,0.131,"2018-05-22",9,1,"M","Low",NA,"ST",22,3,4,22,1,"DD","D","D",0.11625,0.014547950272903,0.159893850818709,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50675,1.06375,0.65875,1.5565,1.0765,0.6735,1.10216666666667,22,"28Lab","D"
"225",225,29,1,"A",1.876,1.277,0.755,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.110375,0.0282182185324102,0.195029655597231,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.765625,1.166625,0.644625,1.792875,1.164375,0.687375,1.214875,NA,"29Lab",NA
"226",226,29,1,"B",1.599,1.128,0.701,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.110375,0.0282182185324102,0.195029655597231,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.488625,1.017625,0.590625,1.506375,1.031875,0.616375,1.05154166666667,NA,"29Lab",NA
"227",227,29,1,"C",0.869,0.557,0.355,0.094,"2018-05-16",39,2,"M","Low","2018-02-19","SC",28.5,3,5,14,NA,"D","D","",0.110375,0.0282182185324102,0.195029655597231,86,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.758625,0.446625,0.244625,0.786375,0.459875,0.257875,0.501375,14,"29Lab","D"
"228",228,29,1,"D",2.566,2.145,1.708,0.092,"2018-06-06",61,2,"F","Low","2018-02-18","SC",17.5,NA,NA,35,14,"DA","D","A",0.110375,0.0282182185324102,0.195029655597231,108,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.455625,2.034625,1.597625,2.491875,2.068375,1.629875,2.063375,35,"29Lab","DA"
"229",229,29,1,"E",0.066,0.075,0.077,0.095,"2018-05-14",13,1,"M","High","2018-03-07","PC",31.5,4,5,14,NA,"A","A","",0.110375,0.0282182185324102,0.195029655597231,68,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.044375,-0.035375,-0.033375,-0.033125,-0.027125,-0.024125,-0.028125,NA,"29Lab","A"
"230",230,29,1,"F",1.911,1.423,0.943,0.164,"2018-05-24",47,2,"M","High","2018-03-07","SC",23.5,3,5,22,1,"DA","D","A",0.110375,0.0282182185324102,0.195029655597231,78,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.800625,1.312625,0.832625,1.895375,1.376375,0.886375,1.38604166666667,22,"29Lab","D"
"231",231,29,1,"G",0.064,0.076,0.077,0.102,"2018-05-16",71,2,"F","High","2018-02-18","PC",19.5,3,4,14,NA,"A","A","",0.110375,0.0282182185324102,0.195029655597231,87,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.046375,-0.034375,-0.033375,-0.037625,-0.024625,-0.023125,-0.0284583333333333,NA,"29Lab","A"
"232",232,29,1,"H",1.31,0.946,0.59,0.145,"2018-05-16",67,2,"F","High","2018-02-23","ST",26,4,5,14,NA,"D","D","",0.110375,0.0282182185324102,0.195029655597231,82,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.199625,0.835625,0.479625,1.248375,0.846375,0.509375,0.868041666666667,14,"29Lab","D"
"233",233,30,1,"A",1.276,0.964,0.59,0.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.090375,0.0183765184017928,0.145504555205378,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.185625,0.873625,0.499625,1.1995,0.8845,0.503,0.862333333333333,NA,"30Lab",NA
"234",234,30,1,"B",1.481,0.986,0.6,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.090375,0.0183765184017928,0.145504555205378,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.390625,0.895625,0.509625,1.382,0.895,0.5165,0.931166666666667,NA,"30Lab",NA
"235",235,30,1,"C",2.654,2.223,1.834,0.103,"2018-05-24",40,2,"M","Low","2018-02-19","SC",22.5,3,4,22,1,"DA","D","A",0.090375,0.0183765184017928,0.145504555205378,94,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.563625,2.132625,1.743625,2.582,2.1735,1.7335,2.163,22,"30Lab","D"
"236",236,30,1,"D",1.358,0.882,0.53,0.088,"2018-05-16",48,2,"M","High","2018-02-27","ST",23,3,4,14,NA,"D","D","",0.090375,0.0183765184017928,0.145504555205378,78,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.267625,0.791625,0.439625,1.288,0.804,0.4325,0.8415,14,"30Lab","D"
"237",237,30,1,"E",0.062,0.07,0.068,0.072,"2018-05-19",56,2,"F","Low","2018-02-24","PC",15,3,4,17,NA,"A","A","",0.090375,0.0183765184017928,0.145504555205378,84,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.028375,-0.020375,-0.022375,-0.0095,-0.000499999999999994,-0.0085,-0.00616666666666666,NA,"30Lab","A"
"238",238,30,1,"F",1.824,1.266,0.808,0.089,"2018-05-22",6,1,"M","Low","2018-03-07","SC",26,4,4,22,1,"DA","D","A",0.090375,0.0183765184017928,0.145504555205378,76,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.733625,1.175625,0.717625,1.7385,1.172,0.7235,1.21133333333333,22,"30Lab","D"
"239",239,30,1,"G",2.539,2.033,1.633,0.071,"2018-05-24",64,2,"F","High","2018-03-07","SC",19,3,4,22,1,"DA","D","A",0.090375,0.0183765184017928,0.145504555205378,78,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.448625,1.942625,1.542625,2.4675,1.9565,1.563,1.99566666666667,22,"30Lab","D"
"240",240,30,1,"H",0.073,0.088,0.074,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.090375,0.0183765184017928,0.145504555205378,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.017375,-0.002375,-0.016375,-5e-04,0.0075,5e-04,0.0025,NA,"30Lab",NA
"241",241,31,1,"A",1.257,0.822,0.455,0.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09675,0.0265370361139726,0.176361108341918,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16025,0.72525,0.35825,1.211,0.7295,0.383,0.7745,NA,"31Lab",NA
"242",242,31,1,"B",1.387,0.865,0.571,0.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09675,0.0265370361139726,0.176361108341918,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29025,0.76825,0.47425,1.2895,0.7725,0.492,0.851333333333333,NA,"31Lab",NA
"243",243,31,1,"C",1.504,1.088,0.691,0.105,"2018-05-16",40,2,"M","Low","2018-02-19","SC",23,4,4,14,NA,"D","D","",0.09675,0.0265370361139726,0.176361108341918,86,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40725,0.99125,0.59425,1.43,1.0095,0.627,1.02216666666667,14,"31Lab","D"
"244",244,31,1,"D",0.08,0.077,0.08,0.08,"2018-05-24",71,2,"F","High","2018-02-18","PC",19.5,3,4,22,1,"AD","A","D",0.09675,0.0265370361139726,0.176361108341918,95,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01675,-0.01975,-0.01675,-0.02,-0.017,-0.0145,-0.0171666666666667,1,"31Lab","A"
"245",245,31,1,"E",1.873,1.466,1.079,0.073,"2018-05-24",72,2,"F","High","2018-02-18","SC",28,4,5,22,1,"DA","D","A",0.09675,0.0265370361139726,0.176361108341918,95,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77625,1.36925,0.98225,1.804,1.406,0.9905,1.40016666666667,22,"31Lab","D"
"246",246,31,1,"F",2.603,2.298,1.92,0.087,"2018-06-04",10,1,"M","High","2018-02-19","SC",23.5,NA,NA,35,14,"DA","D","A",0.09675,0.0265370361139726,0.176361108341918,105,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.50625,2.20125,1.82325,2.5565,2.2195,1.8585,2.2115,35,"31Lab","DA"
"247",247,31,1,"G",1.264,0.873,0.542,0.076,"2018-05-16",64,2,"F","High","2018-03-07","SC",NA,3,4,14,NA,"D","D","",0.09675,0.0265370361139726,0.176361108341918,70,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16725,0.77625,0.44525,1.2095,0.803,0.4655,0.826,14,"31Lab","D"
"248",248,31,1,"H",2.445,2.2,1.798,0.085,"2018-05-24",43,2,"M","Low","2018-01-19","SC",21.5,3,4,22,1,"DA","D","A",0.09675,0.0265370361139726,0.176361108341918,125,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34825,2.10325,1.70125,2.38,2.079,1.72,2.05966666666667,22,"31Lab","D"
"249",249,32,1,"A",1.403,0.952,0.591,0.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11925,0.0176857489037279,0.172307246711184,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28375,0.83275,0.47175,1.296875,0.853875,0.478875,0.876541666666667,NA,"32Lab",NA
"250",250,32,1,"B",1.406,0.903,0.546,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11925,0.0176857489037279,0.172307246711184,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28675,0.78375,0.42675,1.250875,0.783875,0.426375,0.820375,NA,"32Lab",NA
"251",251,32,1,"C",0.077,0.092,0.082,0.109,"2018-05-17",31,1,"F","High","2018-01-20","PC",16,3,3,17,NA,"A","A","",0.11925,0.0176857489037279,0.172307246711184,117,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04225,-0.02725,-0.03725,-0.027625,-0.019625,-0.024125,-0.0237916666666667,NA,"32Lab","A"
"252",252,32,1,"D",1.093,0.712,0.429,0.108,"2018-05-14",5,1,"M","Low","2018-02-18","ST",24.5,4,4,14,NA,"D","D","",0.11925,0.0176857489037279,0.172307246711184,85,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97375,0.59275,0.30975,0.979375,0.601375,0.315375,0.632041666666667,14,"32Lab","D"
"253",253,32,1,"E",3.016,2.85,2.785,0.105,"2018-06-06",59,2,"F","Low","2018-02-18","ST",18.5,NA,NA,35,14,"DD","D","D",0.11925,0.0176857489037279,0.172307246711184,108,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89675,2.73075,2.66575,2.863875,2.748875,2.666875,2.759875,35,"32Lab","DD"
"254",254,32,1,"F",2.423,2.039,1.499,0.141,"2018-05-22",10,1,"M","High","2018-02-19","SC",21,4,5,22,1,"DA","D","A",0.11925,0.0176857489037279,0.172307246711184,92,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30375,1.91975,1.37975,2.338875,1.896375,1.397375,1.87754166666667,22,"32Lab","D"
"255",255,32,1,"G",2.14,1.605,1.139,0.115,"2018-05-19",38,2,"M","Low","2018-02-19","ST",26,3,5,17,NA,"D","D","",0.11925,0.0176857489037279,0.172307246711184,89,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02075,1.48575,1.01975,2.039375,1.525875,1.041875,1.53570833333333,17,"32Lab","D"
"256",256,32,1,"H",1.374,0.885,0.53,0.149,"2018-05-19",48,2,"M","High","2018-02-27","ST",23,3,4,17,NA,"D","D","",0.11925,0.0176857489037279,0.172307246711184,81,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25475,0.76575,0.41075,1.277875,0.780875,0.428375,0.829041666666667,17,"32Lab","D"
"257",257,33,1,"A",1.451,0.952,0.569,0.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10625,0.0346564774403203,0.210219432320961,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34475,0.84575,0.46275,1.36725,0.85275,0.46925,0.896416666666667,NA,"33Lab",NA
"258",258,33,1,"B",1.649,1.066,0.687,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10625,0.0346564774403203,0.210219432320961,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54275,0.95975,0.58075,1.53475,0.96325,0.57325,1.02375,NA,"33Lab",NA
"259",259,33,1,"C",3.163,2.819,2.546,0.116,"2018-06-04",12,1,"M","High","2018-02-19","ST",26.5,NA,NA,35,14,"DD","D","D",0.10625,0.0346564774403203,0.210219432320961,105,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05675,2.71275,2.43975,2.98125,2.72525,2.42325,2.70991666666667,35,"33Lab","DD"
"260",260,33,1,"D",2.466,2.019,1.575,0.097,"2018-05-17",27,1,"F","Low","2018-02-19","SC",16.5,3,4,17,NA,"D","D","",0.10625,0.0346564774403203,0.210219432320961,87,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35975,1.91275,1.46875,2.36125,1.97475,1.48075,1.93891666666667,17,"33Lab","D"
"261",261,33,1,"E",0.407,0.228,0.158,0.086,"2018-06-06",49,2,"M","High","2018-02-27","PC",21,NA,NA,35,14,"AD","A","D",0.10625,0.0346564774403203,0.210219432320961,99,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30075,0.12175,0.05175,0.29425,0.13275,0.05425,0.160416666666667,14,"33Lab","AD"
"262",262,33,1,"F",2.955,2.541,2.186,0.095,"2018-06-04",33,1,"F","High","2018-01-29","ST",20,NA,NA,35,14,"DD","D","D",0.10625,0.0346564774403203,0.210219432320961,126,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84875,2.43475,2.07975,2.81475,2.44675,2.09625,2.45258333333333,35,"33Lab","DD"
"263",263,33,1,"G",0.857,0.514,0.323,0.08,"2018-05-14",7,1,"M","Low","2018-03-07","SC",24.5,4,4,14,NA,"D","D","",0.10625,0.0346564774403203,0.210219432320961,68,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75075,0.40775,0.21675,0.76025,0.42575,0.23075,0.47225,14,"33Lab","D"
"264",264,33,1,"H",0.085,0.099,0.087,0.097,"2018-05-22",8,1,"M","Low","2018-01-20","PC",23,3,4,22,1,"AD","A","D",0.10625,0.0346564774403203,0.210219432320961,122,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02125,-0.00724999999999999,-0.01925,-0.01575,-0.01925,-0.01075,-0.01525,1,"33Lab","A"
"265",265,34,1,"A",1.954,1.409,0.927,0.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101375,0.0136375270066513,0.142287581019954,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.852625,1.307625,0.825625,1.868625,1.304125,0.847125,1.33995833333333,NA,"34Lab",NA
"266",266,34,1,"B",2.093,1.504,1.032,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101375,0.0136375270066513,0.142287581019954,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.991625,1.402625,0.930625,1.968625,1.437625,0.952125,1.45279166666667,NA,"34Lab",NA
"267",267,34,1,"C",3.082,3.013,2.896,0.099,"2018-06-04",35,1,"F","High","2018-02-18","ST",16.5,NA,NA,35,14,"DD","D","D",0.101375,0.0136375270066513,0.142287581019954,106,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.980625,2.911625,2.794625,3.027625,2.844625,2.825125,2.899125,35,"34Lab","DD"
"268",268,34,1,"D",2.217,1.729,1.243,0.088,"2018-05-19",63,2,"F","Low","2018-03-07","ST",14,3,4,17,NA,"D","D","",0.101375,0.0136375270066513,0.142287581019954,73,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.115625,1.627625,1.141625,2.107125,1.621625,1.132625,1.62045833333333,17,"34Lab","D"
"269",269,34,1,"E",2.888,2.574,2.263,0.087,"2018-06-06",70,2,"F","High","2018-02-18","ST",19,NA,NA,35,14,"DD","D","D",0.101375,0.0136375270066513,0.142287581019954,108,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.786625,2.472625,2.161625,2.802125,2.511625,2.186125,2.49995833333333,35,"34Lab","DD"
"270",270,34,1,"F",3.031,2.961,2.796,0.102,"2018-06-06",41,2,"M","Low","2018-01-19","ST",27,NA,NA,35,14,"DD","D","D",0.101375,0.0136375270066513,0.142287581019954,138,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.929625,2.859625,2.694625,2.932125,2.871625,2.726125,2.84329166666667,35,"34Lab","DD"
"271",271,34,1,"G",0.065,0.07,0.071,0.097,"2018-05-14",31,1,"F","High","2018-01-20","PC",16,3,3,14,NA,"A","A","",0.101375,0.0136375270066513,0.142287581019954,114,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.036375,-0.031375,-0.030375,-0.023875,-0.006875,-0.013875,-0.014875,NA,"34Lab","A"
"272",272,34,1,"H",2.531,2.079,1.636,0.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101375,0.0136375270066513,0.142287581019954,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.429625,1.977625,1.534625,2.447625,1.991125,1.558125,1.99895833333333,NA,"34Lab",NA
"273",273,35,1,"A",1.601,1.02,0.616,0.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118125,0.0155235995457607,0.164695798637282,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.482875,0.901875,0.497875,1.4933125,0.9103125,0.5093125,0.970979166666667,NA,"35Lab",NA
"274",274,35,1,"B",1.602,1.053,0.654,0.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118125,0.0155235995457607,0.164695798637282,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.483875,0.934875,0.535875,1.4903125,0.9448125,0.5443125,0.993145833333333,NA,"35Lab",NA
"275",275,35,1,"C",1.855,1.388,0.922,0.106,"2018-05-19",58,2,"F","Low","2018-02-18","SC",16.5,3,4,17,NA,"D","D","",0.118125,0.0155235995457607,0.164695798637282,90,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.736875,1.269875,0.803875,1.7483125,1.2958125,0.8298125,1.2913125,17,"35Lab","D"
"276",276,35,1,"D",2.355,1.94,1.382,0.105,"2018-05-22",12,1,"M","High","2018-02-19","ST",23,4,4,22,1,"DD","D","D",0.118125,0.0155235995457607,0.164695798637282,92,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.236875,1.821875,1.263875,2.2543125,1.8268125,1.2743125,1.78514583333333,22,"35Lab","D"
"277",277,35,1,"E",0.073,0.068,0.074,0.106,"2018-05-16",60,2,"F","Low","2018-02-18","PC",16.5,3,4,14,NA,"A","A","",0.118125,0.0155235995457607,0.164695798637282,87,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.045125,-0.050125,-0.044125,-0.0261875,-0.0316875,-0.0326875,-0.0301875,NA,"35Lab","A"
"278",278,35,1,"F",2.915,2.86,2.638,0.115,"2018-06-06",57,2,"F","Low","2018-02-24","SC",19.5,NA,NA,35,14,"DA","D","A",0.118125,0.0155235995457607,0.164695798637282,102,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.796875,2.741875,2.519875,2.8383125,2.7153125,2.5523125,2.70197916666667,35,"35Lab","DA"
"279",279,35,1,"G",0.065,0.072,0.072,0.108,"2018-05-14",18,1,"M","High","2018-01-29","PC",22.5,3,4,14,NA,"A","A","",0.118125,0.0155235995457607,0.164695798637282,105,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.053125,-0.046125,-0.046125,-0.0326875,-0.0271875,-0.0276875,-0.0291875,NA,"35Lab","A"
"280",280,35,1,"H",0.086,0.097,0.084,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118125,0.0155235995457607,0.164695798637282,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.032125,-0.021125,-0.034125,-0.0066875,-0.0116875,-0.0111875,-0.00985416666666666,NA,"35Lab",NA
"281",281,36,1,"A",1.424,0.966,0.507,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111875,0.0262974061730158,0.190767218519048,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.312125,0.854125,0.395125,1.349875,0.839875,0.400875,0.863541666666667,NA,"36Lab",NA
"282",282,36,1,"B",1.495,0.905,0.543,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111875,0.0262974061730158,0.190767218519048,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.383125,0.793125,0.431125,1.370375,0.813875,0.425875,0.870041666666667,NA,"36Lab",NA
"283",283,36,1,"C",0.07,0.09,0.07,0.165,"2018-05-16",42,2,"M","Low","2018-01-19","PC",22,3,4,14,NA,"A","A","",0.111875,0.0262974061730158,0.190767218519048,117,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.041875,-0.021875,-0.041875,-0.027625,-0.014625,-0.028625,-0.023625,NA,"36Lab","A"
"284",284,36,1,"D",2.033,1.634,1.06,0.102,"2018-05-17",34,1,"F","High","2018-01-20","SC",16.5,3,3,17,NA,"D","D","",0.111875,0.0262974061730158,0.190767218519048,117,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.921125,1.522125,0.948125,1.895375,1.516875,0.951875,1.45470833333333,17,"36Lab","D"
"285",285,36,1,"E",2.042,1.613,1.112,0.087,"2018-05-17",2,1,"M","Low","2018-01-20","ST",21.5,3,4,17,NA,"D","D","",0.111875,0.0262974061730158,0.190767218519048,117,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.930125,1.501125,1.000125,1.967875,1.524875,1.004875,1.49920833333333,17,"36Lab","D"
